step,source,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,agent_llm_attempt_1,3.5349879120476544,8.552169362120452e-05,2.100682346896432e-05,0.0001984904365741,3.9096749418725576e-05,0.0002585940094618
1,agent_llm_attempt_1,3.357059412635863,9.042929065259086e-05,2.0787684219740184e-05,0.000197339046764,5.530649808933959e-05,0.000273433229073
2,agent_llm_attempt_1,3.6529016569256783,9.078805978169682e-05,2.1911321782202125e-05,0.0002112035023031,4.140322386390634e-05,0.0002745180479493
3,agent_llm_attempt_1,5.425478611141443,0.0001476887422666,4.0086309397314974e-05,0.0003308091535387,7.56745522026904e-05,0.0004465700151387
3,env_Edit_Script_(AI),17.203067352063954,0.0005063938792425,9.37805212929934e-05,0.0012506135004883,0.0001868013750296,0.0015311953968109
4,agent_llm_attempt_1,4.97651652386412,0.000134933674346,3.0414812326771272e-05,0.0003201269227659,5.746047327217336e-05,0.0004080022083648
4,env_Edit_Script_(AI),18.80935826105997,0.000533909439529,0.00010121961227,0.0013241268926265,0.0001890483557673,0.0016143948606638
5,agent_llm_attempt_1,4.262917520944029,0.0001139933201782,2.6162710302234217e-05,0.0002554263154479,6.30953282260129e-05,0.0003446843539761
5,env_Edit_Script_(AI),19.79359597200528,0.0005698768490823,0.0001060026290285,0.0014191675242258,0.0001979802319146,0.001723150385169
6,agent_llm_attempt_1,4.285987821873277,0.0001156523428824,2.620123282889076e-05,0.000260012985791,6.348656235495584e-05,0.0003497007809748
6,env_Edit_Script_(AI),21.47736616106704,0.0006144259980991,0.0001226253534228,0.0015043573146016,0.0002308720544252,0.0018578547224497
7,agent_llm_attempt_1,2.6355061740614474,6.246773205425415e-05,1.6891479920692066e-05,0.0001405059457297,3.148776370799169e-05,0.0001888851893584
7,env_Execute_Script,7.4940267549827695,0.0001474827226647,4.2346154439055976e-05,0.0003071705235129,9.643039074338351e-05,0.0004459470686953
8,agent_llm_attempt_1,3.8590424209833145,0.0001048370727871,2.4439869804991505e-05,0.0002469607531239,4.55977647824006e-05,0.0003169983877113
8,env_Inspect_Script_Lines,1.009928229264915,9.369455664301856e-06,5.266124516760156e-06,1.3228621689620468e-05,9.835903060674254e-06,2.833064926705488e-05
9,agent_llm_attempt_1,5.892568612005562,0.0001602346441576,3.531965399577683e-05,0.0003836669736045,6.551873393925942e-05,0.0004845053615396
9,env_Edit_Script_(AI),23.21447125915438,0.0006640413333099,0.0001233531896524,0.0016398477007655,0.0002446769188028,0.0020078778092208
10,agent_llm_attempt_1,2.8108452311716974,6.949545598172032e-05,1.8814502528532777e-05,0.000156291236145,3.5029349170832174e-05,0.0002101350878443
10,env_Execute_Script,8.906436767894775,0.0001823575526324,5.22600432385258e-05,0.0004045472680758,9.459162261854444e-05,0.0005513989339328
11,agent_llm_attempt_1,5.440784949809313,0.0001524608083789,4.021351230692112e-05,0.0003448230536378,7.596286069343074e-05,0.0004609994266381
11,env_Inspect_Script_Lines,1.011905164923519,9.577369799221931e-06,5.312354477653622e-06,1.3777233235146014e-05,9.86973654297698e-06,2.8959324255776616e-05
12,agent_llm_attempt_1,4.725229703821242,0.000123250622108,2.8375177896560552e-05,0.0002916691222338,5.263158115817027e-05,0.0003726758812886
13,agent_llm_attempt_1,5.365048375912011,0.0001443362783438,3.119946073349661e-05,0.0003305455422122,7.468808610250967e-05,0.0004364330890482
13,env_Edit_Script_(AI),21.60799298575148,0.0006390036020205,0.00011733767487,0.001600976836336,0.0002138561055141,0.0019321706167203
14,agent_llm_attempt_1,3.6849798462353647,9.697704249791409e-05,2.2585542371758028e-05,0.0002285090716966,4.213721031943958e-05,0.0002932318243878
14,env_Execute_Script,9.158386672846971,0.0001341956881598,5.292413292653361e-05,0.0002436868616086,0.0001091597471838,0.0004057707417191
15,agent_llm_attempt_1,5.9024877632036805,0.0001596784387378,3.499783720997675e-05,0.0003828305840443,6.499512853075028e-05,0.000482823549785
15,env_Edit_Script_(AI),22.40497224032879,0.0006642019567701,0.0001279138138686,0.0016419874246977,0.0002384622516886,0.002008363490255
16,agent_llm_attempt_1,2.923056500032544,7.33988345028171e-05,1.9968326970122e-05,0.0001647909651651,3.717853556930398e-05,0.0002219378277046
16,env_Execute_Script,15.62461194396019,0.0003053843063853,0.0001802622672594,0.0005865593581475,0.0001565762736653,0.0009233978990723
17,agent_llm_attempt_1,4.23334616003558,0.0001155254168922,2.6133235444983075e-05,0.0002606638196382,6.251993671111349e-05,0.0003493169917943
17,env_Edit_Script_(AI),22.784246840979904,0.0006661854339644,0.0001209964745605,0.0016666821666788,0.0002266823368884,0.0020143609781278
18,agent_llm_attempt_1,3.465344450902194,9.498737199258594e-05,3.109374700666634e-05,0.0001987573812272,5.7364481417203534e-05,0.000287215609651
18,env_Execute_Script,22.76780449785292,0.000469358741923,0.0002471650386841,0.0009457407565918,0.0002263055628087,0.0014192113580847
19,agent_llm_attempt_1,4.2726696650497615,0.0001153336374428,2.6070637763615715e-05,0.0002593863186177,6.328014726233151e-05,0.0003487371036437
19,env_Edit_Script_(AI),23.579361794982105,0.0006847992421983,0.0001236987788707,0.0017146499828371,0.0002322952377066,0.0020706439994144
20,agent_llm_attempt_1,2.7367924456484616,6.69712677420566e-05,1.7996947615625588e-05,0.0001510015096926,3.3504181622993205e-05,0.0002025026389312
20,env_Execute_Script,23.235899361781776,0.0004131857738056,0.0002269322212887,0.0007774689553059,0.0002449586218003,0.001249359798395
21,agent_llm_attempt_1,4.929211738985032,0.0001339523681092,3.046347961375996e-05,0.0003179727543809,5.659877501376388e-05,0.0004050350090084
21,env_Edit_Script_(AI),24.1647052266635,0.0007107533126543,0.0001288303371471,0.0017670678025396,0.0002532238090863,0.0021491219487731
22,agent_llm_attempt_1,2.904089188203216,7.259879518681757e-05,1.985290173302123e-05,0.0001628734636369,3.679236414221426e-05,0.0002195187295122
22,env_Execute_Script,1.044297260697931,1.1421239948827036e-05,5.503401599695762e-06,1.863223712916806e-05,1.0399040208560312e-05,3.4534678937424136e-05
23,agent_llm_attempt_1,3.543773447163403,8.78113488813247e-05,2.118193656286341e-05,0.0002048784972288,3.94568615515406e-05,0.0002655172953432
23,env_Inspect_Script_Lines,1.0096923657692969,1.7829568675702345e-05,5.277890406128831e-06,3.8808086600283787e-05,9.825720196952007e-06,5.391169720336463e-05
24,agent_llm_attempt_1,3.4501762241125107,9.660902816990864e-05,3.0617580918236266e-05,0.000204389885738,5.711158392433491e-05,0.0002921190505805
24,env_Edit_Script_(AI),25.14381687901914,0.0007442634446775,0.0001334887830627,0.001854603150349,0.0002623554104809,0.0022504473438927
25,agent_llm_attempt_1,2.925314938649535,7.378271995276461e-05,1.994568986598676e-05,0.000165883466046,3.726943549441381e-05,0.0002230985914064
25,env_Execute_Script,1.0485050263814628,9.921193888211097e-06,5.67451431401367e-06,1.374501098894143e-05,1.0579428150473784e-05,2.9998953453428887e-05
26,agent_llm_attempt_1,3.4395971042104065,9.260616124713718e-05,2.061472668653394e-05,0.0002025048842355,5.689587431649368e-05,0.0002800154852385
26,env_Inspect_Script_Lines,1.0126552912406623,1.6514382067396226e-05,5.237099124090771e-06,3.480113895193426e-05,9.896697631726664e-06,4.99349357077517e-05
27,agent_llm_attempt_1,3.850332519970834,0.0001050065783719,2.442223137522626e-05,0.0002476857537061,4.540294075850398e-05,0.0003175109258398
27,env_Edit_Script_(AI),23.787315959110856,0.0007084912628793,0.0001279645828509,0.0017779269778941,0.0002363905735184,0.0021422821342635
28,agent_llm_attempt_1,2.7721469700336456,7.431728750174275e-05,1.8330473525980507e-05,0.0001722537489143,3.4130753768194055e-05,0.0002247149762085
28,env_Execute_Script,1.0388729902915657,1.071158935315237e-05,5.548298375087024e-06,1.645251316517715e-05,1.0388079760337455e-05,3.238889130060163e-05
29,agent_llm_attempt_1,3.8160983179695904,9.94403886661218e-05,2.407640691222083e-05,0.0002318385188075,4.476537794107572e-05,0.0003006803036608
